postcode,address_house,address_street,state,country,property_valuation
2065,51, Leroy Place,NSW,Australia,10
2222,5390, Park Meadow Park,NSW,Australia,10
2016,4, Judy Park,NSW,Australia,10
2015,9, American Ash Plaza,NSW,Australia,9
4034,3, Riverside Drive,QLD,Australia,8
2147,25925, Service Crossing,NSW,Australia,9
2065,080, Pond Alley,NSW,Australia,9
3074,1816, Monument Park,VIC,Australia,7
2200,1, Nova Avenue,NSW,Australia,9
2038,98, Mesta Street,NSW,Australia,11
2533,7256, Forster Crossing,NSW,Australia,8
2758,249, Burning Wood Point,NSW,Australia,8
4209,12651, Lake View Point,QLD,Australia,7
4178,9501, Melby Avenue,QLD,Australia,7
2573,69810, Westridge Avenue,NSW,Australia,6
4179,422, Crownhardt Court,QLD,Australia,7
4159,4, Londonderry Junction,QLD,Australia,7
4131,7346, Luster Circle,QLD,Australia,5
4128,43, Commercial Road,QLD,Australia,7
2142,44083, Village Court,NSW,Australia,7
4034,57, Tennessee Alley,QLD,Australia,5
2259,57, Debra Terrace,NSW,Australia,6
4218,846, Carberry Street,QLD,Australia,11
3807,4, Center Park,VIC,Australia,6
2150,1, Coolidge Plaza,NSW,Australia,7
2190,544, Northland Place,NSW,Australia,10
2065,91, Norway Maple Hill,NSW,Australia,11
2285,5, Myrtle Trail,NSW,Australia,5
4879,645, Thackeray Street,QLD,Australia,6
2176,1439, Utah Court,NSW,Australia,9
2500,9, Hollow Ridge Circle,NSW,Australia,8
2560,4177, Bluejay Street,NSW,Australia,8
3181,75351, Ridgeview Lane,VIC,Australia,11
2041,4006, Algoma Crossing,NSW,Australia,12
4051,881, Debs Center,QLD,Australia,8
3082,423, Debra Terrace,VIC,Australia,8
3802,1369, Wayridge Terrace,VIC,Australia,7
2298,6142, Grayhawk Lane,NSW,Australia,8
2768,5, Steensland Hill,NSW,Australia,10
2154,37983, Logan Street,NSW,Australia,11
3024,31168, Messerschmidt Street,VIC,Australia,5
4118,240, Lake View Road,QLD,Australia,5
4210,290, Jay Drive,QLD,Australia,3
3046,1369, Morrow Plaza,VIC,Australia,8
2178,61976, Emmet Junction,NSW,Australia,10
3161,7585, Rutledge Trail,VIC,Australia,9
4879,9, Northwestern Pass,QLD,Australia,6
2154,16, Dwight Court,NSW,Australia,10
2145,4, Becker Center,NSW,Australia,10
2147,96, Hintze Point,NSW,Australia,8
3240,34222, Vera Circle,VIC,Australia,7
2170,338, Little Fleur Avenue,NSW,Australia,9
2040,57769, Gulseth Lane,NSW,Australia,10
4211,309, Shopko Center,QLD,Australia,10
2144,37, Roth Place,NSW,Australia,10
2261,618, Kropf Drive,NSW,Australia,9
4207,1966, Glendale Avenue,QLD,Australia,4
4019,401, Pond Circle,QLD,Australia,7
2032,582, Kropf Avenue,NSW,Australia,11
3075,2, Columbus Park,VIC,Australia,7
2760,99739, Coolidge Crossing,NSW,Australia,7
4570,75, Westerfield Park,QLD,Australia,1
2508,62842, Pearson Point,NSW,Australia,9
4223,78426, Fulton Plaza,QLD,Australia,9
2073,336, Service Pass,NSW,Australia,11
2076,4, Northridge Center,NSW,Australia,11
3174,8, Superior Court,VIC,Australia,5
2280,8147, Dapin Hill,NSW,Australia,8
2206,047, Kedzie Park,NSW,Australia,11
2671,9346, Sunfield Plaza,NSW,Australia,1
2219,11, Dunning Pass,NSW,Australia,10
3216,67, Crowley Drive,VIC,Australia,4
4455,76, Schiller Pass,QLD,Australia,3
4178,71761, Almo Street,QLD,Australia,7
3043,4898, Buell Terrace,VIC,Australia,7
2165,6, Morningstar Way,NSW,Australia,7
2164,15, Shelley Hill,NSW,Australia,8
4165,1556, Sheridan Hill,QLD,Australia,5
3029,6568, Northridge Pass,VIC,Australia,6
4060,4694, Carioca Court,QLD,Australia,10
2165,6, Ryan Drive,NSW,Australia,10
4034,975, Annamark Hill,QLD,Australia,6
3690,40, Ilene Drive,VIC,Australia,1
2148,60, Sycamore Lane,NSW,Australia,9
3028,8439, Katie Crossing,VIC,Australia,8
3156,22, Hayes Center,VIC,Australia,10
2573,3126, Butterfield Pass,NSW,Australia,8
2761,0, Moulton Plaza,NSW,Australia,8
4650,188, Carberry Point,QLD,Australia,1
2540,083, Farragut Avenue,NSW,Australia,7
4014,62052, Loomis Avenue,QLD,Australia,8
2036,49, Talmadge Trail,NSW,Australia,11
2250,6247, Crest Line Terrace,NSW,Australia,8
2208,77, Armistice Alley,NSW,Australia,10
3160,572, Meadow Ridge Drive,VIC,Australia,7
3754,7, Mcguire Terrace,VIC,Australia,6
4814,70, Erie Street,QLD,Australia,2
4017,3, Talisman Place,QLD,Australia,5
4118,567, Scott Park,QLD,Australia,5
2530,9248, Sugar Terrace,NSW,Australia,9
4370,13, Tennyson Point,QLD,Australia,6
3195,88540, Scoville Plaza,VIC,Australia,9
4655,22779, Graedel Road,QLD,Australia,2
3023,51800, Meadow Vale Point,VIC,Australia,7
2145,1, Trailsway Lane,NSW,Australia,9
2560,65662, Haas Trail,NSW,Australia,7
2444,0, Union Plaza,NSW,Australia,7
2880,1, Forster Junction,NSW,Australia,1
2063,24877, ,NSW,Australia,12
3806,34797, Londonderry Trail,VIC,Australia,7
2114,24649, Kennedy Street,NSW,Australia,8
2102,9, Spaight Place,NSW,Australia,9
2120,711, Hayes Court,NSW,Australia,10
3101,30624, John Wall Point,VIC,Australia,7
2770,46, Victoria Center,NSW,Australia,9
2203,99, Blackbird Court,NSW,Australia,11
2166,00, Rutledge Alley,NSW,Australia,9
2560,719, Vahlen Way,NSW,Australia,8
4551,02, Declaration Lane,QLD,Australia,7
4171,9366, Judy Alley,QLD,Australia,9
2093,07623, Mandrake Trail,NSW,Australia,11
4055,050, Buell Lane,QLD,Australia,7
4165,556, Gale Road,QLD,Australia,6
2566,24, Helena Alley,NSW,Australia,9
3046,77410, Bluejay Street,VIC,Australia,9
2760,62, Doe Crossing Junction,NSW,Australia,7
4060,7, Lake View Street,QLD,Australia,9
2112,30, Redwing Pass,NSW,Australia,11
2207,99488, Mccormick Terrace,NSW,Australia,11
2880,60, Banding Terrace,NSW,Australia,1
2300,6220, Sugar Court,NSW,Australia,8
4341,53, Anthes Point,QLD,Australia,2
3250,0, Mosinee Lane,VIC,Australia,4
2087,9, Caliangt Park,NSW,Australia,11
4655,0192, Ridgeview Terrace,QLD,Australia,6
2033,6534, New Castle Plaza,NSW,Australia,12
3111,6, Hoard Plaza,VIC,Australia,10
2118,440, Shasta Crossing,NSW,Australia,10
4070,1127, Artisan Parkway,QLD,Australia,5
2760,23478, Ramsey Pass,NSW,Australia,6
3071,5, Warbler Avenue,VIC,Australia,10
4825,685, International Lane,QLD,Australia,2
4551,6188, Anniversary Circle,QLD,Australia,6
3342,3, American Ash Parkway,VIC,Australia,7
2262,9, Trailsway Court,NSW,Australia,9
4205,9, Oak Park,QLD,Australia,4
2190,82, Lukken Lane,NSW,Australia,10
3500,88551, Hollow Ridge Pass,VIC,Australia,2
2138,283, Claremont Hill,NSW,Australia,9
3523,633, Menomonie Junction,VIC,Australia,2
4161,3, Myrtle Terrace,QLD,Australia,7
3023,3, Park Meadow Drive,VIC,Australia,7
2567,2757, Green Ridge Circle,NSW,Australia,8
2340,46, Dawn Way,NSW,Australia,5
2153,53723, Dunning Street,NSW,Australia,11
2177,671, Mallory Pass,NSW,Australia,8
2350,025, Knutson Terrace,NSW,Australia,3
4209,778, Cambridge Street,QLD,Australia,4
2264,601, Dryden Way,NSW,Australia,7
2046,3144, Ruskin Trail,NSW,Australia,11
2009,94554, Derek Trail,NSW,Australia,10
2785,0166, Stephen Drive,NSW,Australia,7
2560,49, Sheridan Circle,NSW,Australia,7
2234,6865, Duke Trail,NSW,Australia,10
2207,2, Larry Trail,NSW,Australia,8
2117,1, Straubel Alley,NSW,Australia,10
2261,440, Ronald Regan Pass,NSW,Australia,7
3995,709, Rieder Terrace,VIC,Australia,2
3351,688, Kropf Circle,VIC,Australia,5
4503,5463, Arapahoe Point,QLD,Australia,4
3029,12, Fairfield Parkway,VIC,Australia,7
2323,01, Burning Wood Terrace,NSW,Australia,9
3000,92427, Norway Maple Street,VIC,Australia,6
3156,35, Shelley Court,VIC,Australia,8
2214,25, Coleman Circle,NSW,Australia,9
4160,463, Atwood Court,QLD,Australia,7
2380,8561, Alpine Center,NSW,Australia,3
2430,48, Lighthouse Bay Point,NSW,Australia,7
2462,0, Dunning Plaza,NSW,Australia,2
3076,255, Bonner Lane,VIC,Australia,8
3015,02485, Bellgrove Road,VIC,Australia,9
2650,3934, Karstens Circle,NSW,Australia,2
2000,583, Eagle Crest Road,NSW,Australia,8
4670,67, Lerdahl Parkway,QLD,Australia,1
3677,0, Truax Trail,VIC,Australia,5
2121,65, Waxwing Drive,NSW,Australia,11
2107,1, Mendota Drive,NSW,Australia,11
2007,4821, Schlimgen Avenue,NSW,Australia,11
3041,54, Miller Parkway,VIC,Australia,8
2705,4, Barby Avenue,NSW,Australia,5
3177,084, Brickson Park Park,VIC,Australia,5
2061,147, Golden Leaf Pass,NSW,Australia,10
4812,457, Merry Pass,QLD,Australia,3
2010,94, Marquette Way,NSW,Australia,11
2075,711, Summerview Junction,NSW,Australia,10
2233,22, Debs Point,NSW,Australia,9
2470,15952, Mockingbird Court,NSW,Australia,3
2171,18, Towne Way,NSW,Australia,9
2548,55501, Sugar Street,NSW,Australia,7
2159,80, Cambridge Plaza,NSW,Australia,11
4509,71725, Goodland Lane,QLD,Australia,7
3184,7282, Prairie Rose Trail,VIC,Australia,9
3260,63785, Anthes Circle,VIC,Australia,1
2099,6, Loomis Trail,NSW,Australia,11
4216,6551, Atwood Road,QLD,Australia,7
2138,258, Bunker Hill Hill,NSW,Australia,8
2534,592, Oak Valley Center,NSW,Australia,9
4565,83441, Donald Pass,QLD,Australia,7
2032,9106, Thompson Hill,NSW,Australia,8
4812,0671, Vera Drive,QLD,Australia,5
2034,50, Londonderry Park,NSW,Australia,10
4218,1817, Bluejay Avenue,QLD,Australia,10
2102,27, Grayhawk Alley,NSW,Australia,11
2021,5342, Hallows Lane,NSW,Australia,12
3977,303, Michigan Avenue,VIC,Australia,5
2870,6, Forest Avenue,NSW,Australia,4
2197,3, Pennsylvania Terrace,NSW,Australia,9
4152,755, Ramsey Terrace,QLD,Australia,6
2280,33782, Doe Crossing Terrace,NSW,Australia,7
4217,97, Waxwing Terrace,QLD,Australia,10
2204,2, Marquette Drive,NSW,Australia,8
3910,357, Elgar Alley,VIC,Australia,9
4116,37258, Stephen Place,QLD,Australia,9
2315,9, Cambridge Junction,NSW,Australia,7
2066,10, American Alley,NSW,Australia,12
3146,84, Stuart Lane,VIC,Australia,11
3185,6, Carioca Avenue,VIC,Australia,9
3618,75688, Maple Court,VIC,Australia,1
2093,906, Toban Lane,NSW,Australia,10
3071,76085, Eagan Crossing,VIC,Australia,10
3127,28634, Nova Circle,VIC,Australia,12
2287,34, Colorado Pass,NSW,Australia,6
4507,1031, Kennedy Way,QLD,Australia,7
2218,23426, Transport Center,NSW,Australia,10
2450,20, Del Mar Circle,NSW,Australia,9
2087,3024, Butternut Crossing,NSW,Australia,11
3000,93124, Monterey Plaza,VIC,Australia,7
2580,51313, Fulton Junction,NSW,Australia,7
2162,889, Sundown Trail,NSW,Australia,9
2147,55590, Ridgeview Court,NSW,Australia,9
2780,2271, Fordem Plaza,NSW,Australia,8
4570,25, Parkside Terrace,QLD,Australia,3
2190,61, Northfield Pass,NSW,Australia,10
2167,536, Crowley Crossing,NSW,Australia,7
4405,0, Erie Lane,QLD,Australia,1
2445,9837, Granby Alley,NSW,Australia,7
3977,8, Lake View Way,VIC,Australia,7
3810,1567, Schiller Street,VIC,Australia,6
2462,6, Warbler Road,NSW,Australia,5
2753,383, Little Fleur Circle,NSW,Australia,7
2567,804, Shelley Junction,NSW,Australia,7
2000,2, Beilfuss Plaza,NSW,Australia,9
2304,78019, Manley Center,NSW,Australia,5
2759,34, Warrior Trail,NSW,Australia,8
2113,688, Straubel Junction,NSW,Australia,9
2871,1945, Loomis Alley,NSW,Australia,1
2034,87, Elka Terrace,NSW,Australia,12
3279,13, Dexter Lane,VIC,Australia,8
2000,701, Talisman Crossing,NSW,Australia,10
2100,518, Colorado Trail,NSW,Australia,10
2100,3, Forest Dale Lane,NSW,Australia,11
4503,9, Huxley Hill,QLD,Australia,6
3147,55, Fordem Street,VIC,Australia,10
2031,52753, Logan Hill,NSW,Australia,12
4106,3, Old Gate Hill,QLD,Australia,5
4352,42, Manitowish Hill,QLD,Australia,5
3141,008, ,VIC,Australia,7
2135,78, Shasta Place,NSW,Australia,12
4701,40, Veith Circle,QLD,Australia,1
2770,10, Kedzie Pass,NSW,Australia,7
4503,736, Tomscot Center,QLD,Australia,5
2769,9521, Old Shore Trail,NSW,Australia,10
4213,99, Homewood Place,QLD,Australia,8
2298,6876, Mandrake Avenue,NSW,Australia,6
2234,16, Hudson Alley,NSW,Australia,10
3931,7163, ,VIC,Australia,8
2210,30, Parkside Terrace,NSW,Australia,10
4012,19, Fairview Road,QLD,Australia,3
3070,444, Spaight Crossing,VIC,Australia,10
3911,447, Delaware Park,VIC,Australia,5
2190,96, Dayton Park,NSW,Australia,9
4151,882, Mitchell Place,QLD,Australia,4
4213,68128, Leroy Street,QLD,Australia,8
2770,17, South Crossing,NSW,Australia,7
2460,648, Rigney Pass,NSW,Australia,2
2756,1, Ronald Regan Hill,NSW,Australia,8
2155,359, Briar Crest Road,NSW,Australia,10
2566,4543, Service Terrace,NSW,Australia,8
2151,0, Knutson Crossing,NSW,Australia,8
3188,28156, School Park,VIC,Australia,10
4226,920, Manley Crossing,QLD,Australia,8
3250,38, Armistice Lane,VIC,Australia,2
4700,6988, Waxwing Hill,QLD,Australia,3
2799,84, Southridge Lane,NSW,Australia,2
2137,8, Eagle Crest Circle,NSW,Australia,12
2650,571, Golf Alley,NSW,Australia,5
3030,52408, Autumn Leaf Road,VIC,Australia,7
2527,4, Loomis Hill,NSW,Australia,7
4670,1411, Jenifer Center,QLD,Australia,3
2088,336, Fordem Trail,NSW,Australia,12
3191,59, Hoepker Lane,VIC,Australia,11
2756,2864, Corscot Parkway,NSW,Australia,8
3121,4658, Tennessee Street,VIC,Australia,11
3192,53485, Sycamore Junction,VIC,Australia,8
4740,446, Warrior Pass,QLD,Australia,5
4564,25567, Linden Court,QLD,Australia,8
4860,111, Hooker Avenue,QLD,Australia,2
2570,51, Dixon Court,NSW,Australia,8
3174,16639, Bunting Circle,VIC,Australia,8
2208,40923, Truax Drive,NSW,Australia,10
4878,22, Moulton Place,QLD,Australia,4
3922,52541, Lakewood Gardens Court,VIC,Australia,2
2177,39746, Eliot Center,NSW,Australia,9
2256,7, Springview Lane,NSW,Australia,6
3020,8658, Maple Wood Plaza,VIC,Australia,7
4078,03, Old Shore Terrace,QLD,Australia,7
4510,99565, Warrior Alley,QLD,Australia,3
2068,718, Fair Oaks Point,NSW,Australia,12
4031,0, Little Fleur Avenue,QLD,Australia,8
2067,541, Southridge Trail,NSW,Australia,12
2166,77196, West Crossing,NSW,Australia,8
3057,7, Fordem Point,VIC,Australia,7
2570,58, Shelley Crossing,NSW,Australia,8
3280,41, Westport Center,VIC,Australia,4
2758,8598, Nova Parkway,NSW,Australia,9
2779,4826, Crowley Park,NSW,Australia,7
2261,3, Vermont Alley,NSW,Australia,5
4815,7107, Manitowish Road,QLD,Australia,2
2070,9304, Birchwood Junction,NSW,Australia,12
4123,91655, Rowland Point,QLD,Australia,8
3028,76, Aberg Hill,VIC,Australia,6
2810,6418, Sachs Trail,NSW,Australia,1
4660,86445, Bonner Junction,QLD,Australia,3
2095,9235, Walton Park,NSW,Australia,11
2259,18652, Springs Plaza,NSW,Australia,7
2049,29895, Crest Line Point,NSW,Australia,11
2284,65, Sunbrook Road,NSW,Australia,4
3147,75, Loftsgordon Hill,VIC,Australia,11
2112,122, Chinook Center,NSW,Australia,11
2580,6994, Hanson Place,NSW,Australia,5
3228,00662, Ludington Court,VIC,Australia,9
4209,62, Linden Drive,QLD,Australia,4
2038,831, Daystar Circle,NSW,Australia,12
2620,1, Forest Junction,NSW,Australia,10
3127,8, Bobwhite Court,VIC,Australia,10
2148,8941, Harbort Point,NSW,Australia,9
4073,3, Independence Street,QLD,Australia,6
2444,8, Holmberg Street,NSW,Australia,7
2261,15776, Thackeray Alley,NSW,Australia,7
4215,05, Lerdahl Place,QLD,Australia,6
3188,512, Forest Run Center,VIC,Australia,11
3810,304, Moland Street,VIC,Australia,5
4165,63, International Drive,QLD,Australia,7
2196,04, Schmedeman Court,NSW,Australia,10
3067,5705, Spaight Place,VIC,Australia,9
4740,81254, Buhler Trail,QLD,Australia,2
2233,27, Fuller Trail,NSW,Australia,8
4504,313, Mifflin Center,QLD,Australia,5
2159,18, Logan Alley,NSW,Australia,11
2211,86, Hansons Parkway,NSW,Australia,8
2774,8476, Village Green Park,NSW,Australia,9
3149,45454, Spenser Center,VIC,Australia,12
2226,28820, Monica Circle,NSW,Australia,7
4740,259, Summerview Center,QLD,Australia,2
4124,82206, Dennis Place,QLD,Australia,8
2113,5837, Hayes Court,NSW,Australia,11
2843,33297, Hoepker Way,NSW,Australia,1
2767,198, Garrison Pass,NSW,Australia,8
3027,77, Golf Course Junction,VIC,Australia,8
2118,5, Lakewood Gardens Court,NSW,Australia,9
2260,4320, Toban Avenue,NSW,Australia,11
2196,129, Mallory Junction,NSW,Australia,10
3130,68730, Hermina Place,VIC,Australia,10
4035,25, Ronald Regan Point,QLD,Australia,7
3977,79, Eggendart Trail,VIC,Australia,8
2155,744, Hazelcrest Way,NSW,Australia,9
2287,91973, Boyd Street,NSW,Australia,7
4503,2241, Pearson Plaza,QLD,Australia,6
3088,244, Burrows Center,VIC,Australia,9
3046,2992, Scott Hill,VIC,Australia,8
2155,5565, Park Meadow Trail,NSW,Australia,9
3995,68111, Bartillon Court,VIC,Australia,3
4655,18, School Alley,QLD,Australia,3
2214,8, Anderson Lane,NSW,Australia,9
3977,2121, Dapin Center,VIC,Australia,7
3066,5772, Ridgeway Place,VIC,Australia,10
4301,1, Wayridge Park,QLD,Australia,1
4051,10369, Sunbrook Way,QLD,Australia,8
2203,95, Meadow Valley Plaza,NSW,Australia,9
2225,14, Pennsylvania Alley,NSW,Australia,10
2016,9, Cascade Junction,NSW,Australia,12
2203,077, Clemons Road,NSW,Australia,11
2444,3, Buena Vista Crossing,NSW,Australia,6
2830,83007, Bartillon Lane,NSW,Australia,4
2750,542, Hayes Plaza,NSW,Australia,9
3204,0, Debs Lane,VIC,Australia,7
3840,23, Clyde Gallagher Alley,VIC,Australia,1
4014,75642, Kinsman Terrace,QLD,Australia,8
4115,9, Swallow Way,QLD,Australia,7
2572,39, Badeau Court,NSW,Australia,8
2287,0, Summit Trail,NSW,Australia,5
2128,5108, Springview Circle,NSW,Australia,7
4869,4362, Morningstar Place,QLD,Australia,2
3064,99, Alpine Lane,VIC,Australia,7
2170,39, Lindbergh Drive,NSW,Australia,8
2171,13392, Emmet Parkway,NSW,Australia,9
4157,526, Schiller Road,QLD,Australia,7
4054,677, Golden Leaf Junction,QLD,Australia,6
4069,59901, Bartelt Terrace,QLD,Australia,9
3018,3, Cordelia Place,VIC,Australia,9
3150,282, Esker Crossing,VIC,Australia,10
2112,724, West Park,NSW,Australia,11
2763,942, Elmside Street,NSW,Australia,8
2170,11, Manufacturers Junction,NSW,Australia,8
3081,03, Ohio Lane,VIC,Australia,9
3058,19, Del Mar Avenue,VIC,Australia,8
2216,01209, Southridge Hill,NSW,Australia,8
3500,4903, Hoepker Terrace,VIC,Australia,3
2343,149, Browning Terrace,NSW,Australia,2
3134,48948, Little Fleur Alley,VIC,Australia,7
3064,4, Rieder Drive,VIC,Australia,5
2200,7, Sunbrook Terrace,NSW,Australia,9
2320,28905, Hallows Avenue,NSW,Australia,5
3212,9677, Hagan Lane,VIC,Australia,3
3377,07526, Union Lane,VIC,Australia,1
3207,53245, Mesta Street,VIC,Australia,6
2770,2, Elka Trail,NSW,Australia,8
2760,4672, Morningstar Circle,NSW,Australia,7
3130,3140, Hudson Road,VIC,Australia,5
2320,441, Superior Junction,NSW,Australia,6
2010,1, Elgar Street,NSW,Australia,9
3065,46, Independence Parkway,VIC,Australia,12
3141,453, Gina Avenue,VIC,Australia,8
2141,32, Banding Center,NSW,Australia,9
2769,5636, Glendale Point,NSW,Australia,10
2048,64, Village Green Pass,NSW,Australia,9
4075,46100, Jay Place,QLD,Australia,6
3029,69490, Orin Trail,VIC,Australia,5
4226,515, Warrior Pass,QLD,Australia,9
2120,6137, Scoville Center,NSW,Australia,10
4500,01, Vernon Court,QLD,Australia,4
2211,4, American Ash Circle,NSW,Australia,10
2295,68, Roth Crossing,NSW,Australia,8
2099,859, Harbort Alley,NSW,Australia,11
3124,99216, Oakridge Hill,VIC,Australia,12
2770,82010, Lakewood Center,NSW,Australia,6
3107,643, Clyde Gallagher Road,VIC,Australia,10
2049,6970, Almo Court,NSW,Australia,9
3121,9, Springview Terrace,VIC,Australia,10
2099,46631, School Road,NSW,Australia,11
3015,54, Green Point,VIC,Australia,10
2300,28014, Kings Park,NSW,Australia,8
3149,8612, Kennedy Alley,VIC,Australia,10
2021,82, Vermont Street,NSW,Australia,12
3140,92610, Sutherland Place,VIC,Australia,8
2650,2038, Esker Road,NSW,Australia,4
2760,33, Norway Maple Street,NSW,Australia,7
2560,72297, Sutherland Junction,NSW,Australia,8
2093,7827, Spohn Court,NSW,Australia,9
3181,77, Gulseth Lane,VIC,Australia,8
4350,50469, Shelley Avenue,QLD,Australia,8
2450,9695, Northland Pass,NSW,Australia,7
3337,3619, Elgar Terrace,VIC,Australia,3
2142,7, Buhler Drive,NSW,Australia,7
2068,4589, Lien Terrace,NSW,Australia,12
2282,37, Darwin Circle,NSW,Australia,8
2165,20, Carberry Circle,NSW,Australia,7
4270,082, Twin Pines Avenue,QLD,Australia,7
3156,1946, Golf Course Hill,VIC,Australia,10
2770,48418, Crescent Oaks Court,NSW,Australia,9
3103,9, Steensland Center,VIC,Australia,12
2300,5, Golf Course Street,NSW,Australia,8
2487,70, Shopko Drive,NSW,Australia,9
2770,11035, Toban Lane,NSW,Australia,8
3163,35, Eastwood Plaza,VIC,Australia,9
2089,52, Ruskin Pass,NSW,Australia,10
2323,3306, Bartelt Alley,NSW,Australia,4
2155,9179, Esker Park,NSW,Australia,10
2077,57, Village Green Center,NSW,Australia,10
4300,352, Roth Street,QLD,Australia,6
2044,0555, Tomscot Plaza,NSW,Australia,10
4034,3519, Schurz Alley,QLD,Australia,7
2564,221, Autumn Leaf Trail,NSW,Australia,7
4154,12689, Logan Terrace,QLD,Australia,9
2031,4623, Anniversary Terrace,NSW,Australia,10
2460,69, Dexter Parkway,NSW,Australia,3
3757,3, Vermont Junction,VIC,Australia,6
2099,6804, Red Cloud Parkway,NSW,Australia,9
2750,6, Haas Park,NSW,Australia,7
2770,72, Ludington Circle,NSW,Australia,6
2086,558, Grayhawk Circle,NSW,Australia,10
2070,04470, Mcguire Trail,NSW,Australia,9
2200,10434, Melby Pass,NSW,Australia,7
2047,60717, Farmco Center,NSW,Australia,12
4810,78814, Sundown Drive,QLD,Australia,8
2486,62293, Raven Parkway,NSW,Australia,8
3043,08, Monterey Avenue,VIC,Australia,7
4221,2241, Bonner Trail,QLD,Australia,9
2044,7, Bartillon Junction,NSW,Australia,10
4211,463, Bultman Crossing,QLD,Australia,5
2316,12574, Truax Alley,NSW,Australia,6
3179,77433, Sunfield Court,VIC,Australia,9
2067,8647, La Follette Court,NSW,Australia,9
2089,8750, Corben Trail,NSW,Australia,11
4115,8250, Johnson Point,QLD,Australia,3
2756,4, Vahlen Alley,NSW,Australia,8
2777,8369, Golf Court,NSW,Australia,9
2761,17, Sachs Street,NSW,Australia,8
2121,53683, Arapahoe Parkway,NSW,Australia,11
2046,177, Forest Run Crossing,NSW,Australia,10
2528,5674, Superior Point,NSW,Australia,7
3064,37595, Packers Terrace,VIC,Australia,5
2018,63, Bayside Center,NSW,Australia,11
2481,32, Calypso Park,NSW,Australia,11
2145,4, Ilene Street,NSW,Australia,7
2763,289, Lerdahl Terrace,NSW,Australia,8
4818,666, Holy Cross Parkway,QLD,Australia,4
2075,5, Forster Center,NSW,Australia,9
3082,2072, Fremont Parkway,VIC,Australia,4
3189,17, Dapin Avenue,VIC,Australia,10
2250,552, Talisman Circle,NSW,Australia,7
2880,75717, Bartillon Road,NSW,Australia,1
2530,0, Caliangt Pass,NSW,Australia,7
4301,848, Cascade Alley,QLD,Australia,3
2170,59231, Claremont Place,NSW,Australia,9
2170,493, Calypso Center,NSW,Australia,8
2211,25, Schlimgen Terrace,NSW,Australia,9
2452,38, Thompson Plaza,NSW,Australia,5
2480,72850, Lotheville Junction,NSW,Australia,4
3195,0, Lakeland Pass,VIC,Australia,10
3175,8188, Fuller Hill,VIC,Australia,8
3198,6815, South Junction,VIC,Australia,9
3184,46418, Hauk Pass,VIC,Australia,10
3106,3, Nancy Circle,VIC,Australia,10
2075,7916, Clyde Gallagher Place,NSW,Australia,11
3350,24913, Twin Pines Terrace,VIC,Australia,5
2763,3, Barnett Way,NSW,Australia,9
4868,928, Laurel Circle,QLD,Australia,4
4220,2, Blue Bill Park Lane,QLD,Australia,8
4118,937, Sloan Center,QLD,Australia,6
4551,66, Arrowood Court,QLD,Australia,8
4121,11, Glendale Court,QLD,Australia,9
2299,7066, Sunbrook Terrace,NSW,Australia,8
4060,210, Prairie Rose Hill,QLD,Australia,9
4210,2, Jackson Way,QLD,Australia,4
2440,3957, American Ash Plaza,NSW,Australia,2
3166,90, Nobel Way,VIC,Australia,10
2259,00, Heath Road,NSW,Australia,8
4005,970, Randy Crossing,QLD,Australia,12
3933,723, Center Court,VIC,Australia,11
2044,423, Golf Point,NSW,Australia,10
4883,415, Walton Lane,QLD,Australia,3
2081,51, Bay Junction,NSW,Australia,10
4702,16673, Pawling Point,QLD,Australia,5
4570,2875, Anhalt Court,QLD,Australia,3
3810,7561, Donald Center,VIC,Australia,5
2471,13282, Pond Circle,NSW,Australia,2
2199,1, Farwell Center,NSW,Australia,9
2223,7, New Castle Terrace,NSW,Australia,10
3046,572, Spohn Drive,VIC,Australia,8
4005,53, Hintze Circle,QLD,Australia,7
2200,72, Buell Pass,NSW,Australia,9
4114,5748, Walton Court,QLD,Australia,3
4207,692, Anniversary Junction,QLD,Australia,1
2539,5060, Donald Park,NSW,Australia,5
4157,7, Debs Park,QLD,Australia,3
2119,797, Orin Terrace,NSW,Australia,10
2233,978, Dennis Way,NSW,Australia,9
3148,4, Glendale Crossing,VIC,Australia,10
4211,64107, Little Fleur Trail,QLD,Australia,3
4105,68473, Leroy Avenue,QLD,Australia,9
3175,321, Muir Crossing,VIC,Australia,5
3064,984, Hoepker Court,VIC,Australia,6
3437,24, Green Parkway,VIC,Australia,8
2117,10, Kensington Avenue,NSW,Australia,10
3037,75848, Ohio Lane,VIC,Australia,7
3032,3, New Castle Terrace,VIC,Australia,8
2765,7, Blue Bill Park Lane,NSW,Australia,9
2166,8007, Dawn Terrace,NSW,Australia,9
2259,02555, Sloan Way,NSW,Australia,8
2529,337, Brentwood Pass,NSW,Australia,8
4300,4052, Katie Court,QLD,Australia,5
2537,3, Comanche Court,NSW,Australia,4
3031,8, Roxbury Way,VIC,Australia,8
2029,860, Banding Terrace,NSW,Australia,11
2114,5, Knutson Crossing,NSW,Australia,10
2023,9217, Bashford Parkway,NSW,Australia,10
2320,197, Goodland Crossing,NSW,Australia,5
2010,373, Hayes Terrace,NSW,Australia,9
4301,3673, Jenna Center,QLD,Australia,3
4014,8, Glendale Terrace,QLD,Australia,8
2763,22239, Waubesa Way,NSW,Australia,9
2760,6604, Hansons Court,NSW,Australia,8
2064,6, Weeping Birch Pass,NSW,Australia,12
